TimeStep,Whales,Seals,Cod,Whiting,Mackerel,Anchovy,Shrimp,Benthos,Zooplankton,Phytoplankton,Detritus
465,0.1231265,0.072668,0.4438936,1.29959,1.356536,7.680419,1.35358,25.87619,16.34422,13.76426,11.37014
466,0.123217,0.0726655,0.4419007,1.299077,1.360826,7.739006,1.358467,26.34135,17.87242,10.53539,12.37444
467,0.1232946,0.07263909,0.4397762,1.29777,1.367339,7.916459,1.353572,27.45258,17.14547,5.437329,11.73293
468,0.1233627,0.07260426,0.4377676,1.296634,1.372918,8.107103,1.344743,28.33014,12.01776,6.895666,8.926351
469,0.1234311,0.07258014,0.4358885,1.296106,1.371971,8.106605,1.339808,28.12517,9.85836,9.545135,7.837232
470,0.1235094,0.07257417,0.4341286,1.296314,1.367343,7.95644,1.342213,27.19956,11.31386,11.81093,8.475276
471,0.123602,0.07258216,0.4323887,1.296802,1.364572,7.799972,1.351041,26.29951,14.02534,13.73521,9.925457
472,0.123695,0.0725898,0.430516,1.29652,1.365576,7.748392,1.361102,26.02817,16.40057,13.17397,11.52284
473,0.1237776,0.07257296,0.4284266,1.295125,1.369813,7.832047,1.361757,26.67657,17.30402,8.563087,12.14312
474,0.1238488,0.0725371,0.4262995,1.29331,1.375088,7.997741,1.354224,27.6945,15.78702,6.32072,10.7873
475,0.1239138,0.07250109,0.424334,1.291969,1.378291,8.127398,1.34574,28.23973,11.85675,8.142718,8.836557
476,0.1239807,0.07247767,0.4225676,1.291479,1.376218,8.091838,1.341761,27.9266,11.00504,10.17532,8.427961
477,0.1240548,0.07246855,0.420909,1.291518,1.372451,7.964919,1.343795,27.19669,12.68924,11.07772,9.182841
478,0.1241385,0.07246818,0.4192642,1.291697,1.371602,7.866656,1.35045,26.60097,14.29547,12.32166,10.05297
479,0.1242193,0.07246587,0.417517,1.291186,1.373088,7.849985,1.357708,26.45919,15.51088,13.38729,10.98515
480,0.1242914,0.07244433,0.4156019,1.289874,1.375671,7.914513,1.357047,27.01301,16.89943,7.866887,11.93954
481,0.1243569,0.07241232,0.4135784,1.288105,1.379625,8.051827,1.350825,27.87389,14.81543,6.950834,10.29823
482,0.1244194,0.07238679,0.4116753,1.286769,1.381177,8.122474,1.345848,28.14414,11.87647,8.612736,8.833039
483,0.1244834,0.07237159,0.4098946,1.285938,1.37878,8.05946,1.344392,27.72235,11.48568,10.49161,8.648497
484,0.1245523,0.07236525,0.4081813,1.285376,1.375692,7.942492,1.346819,27.06269,12.97446,11.59183,9.402306
485,0.124628,0.07236346,0.4064714,1.284875,1.375144,7.866543,1.352161,26.64021,14.40781,13.15506,10.29039
486,0.1247015,0.0723566,0.4046681,1.283842,1.376329,7.867392,1.356179,26.74949,16.50347,11.51725,11.5441
487,0.1247688,0.0723352,0.4027762,1.282341,1.379712,7.970391,1.353552,27.48925,17.35319,6.766329,11.7728
488,0.124831,0.0723093,0.4009358,1.280945,1.384433,8.125263,1.347949,28.26949,13.48674,7.183091,9.679283
489,0.1248893,0.07229055,0.3992346,1.280009,1.384574,8.150455,1.344468,28.27181,11.10904,8.73878,8.496931
490,0.1249499,0.07228073,0.3976495,1.279531,1.381338,8.052169,1.344436,27.64615,11.20729,10.57134,8.459647
491,0.1250223,0.07228401,0.3961705,1.279611,1.378384,7.915692,1.350033,26.84432,12.68387,13.18475,9.25999
492,0.1251016,0.07229528,0.3946688,1.279539,1.377323,7.827271,1.359593,26.40032,15.11859,14.59899,10.82118
