TimeStep,Whales,Seals,Cod,Whiting,Mackerel,Anchovy,Shrimp,Benthos,Zooplankton,Phytoplankton,Detritus
121,0.09779664,0.06526852,2.526964,1.322296,0.9778429,6.506585,0.8525283,25.12701,10.33739,12.83805,7.847489
122,0.09789607,0.06544315,2.52307,1.323564,0.9767711,6.335597,0.8627079,23.90726,12.33651,20.75493,9.423823
123,0.09799382,0.06560145,2.517653,1.323707,0.9781348,6.245831,0.868286,23.78041,17.18553,12.99842,13.19851
124,0.09808163,0.06571674,2.509816,1.322612,0.9849817,6.359217,0.8658532,25.01928,18.49706,6.638383,12.72517
125,0.09816055,0.06581247,2.501089,1.321364,0.9945362,6.579809,0.8600064,26.30623,14.31862,5.065514,9.979239
126,0.09823444,0.06590968,2.493152,1.320707,1.00032,6.692276,0.8561256,26.55286,9.450583,8.412484,7.525021
127,0.09831044,0.06601596,2.486323,1.320741,0.9992771,6.605437,0.8555007,25.73515,8.969519,11.58996,7.397041
128,0.0983981,0.06614695,2.480887,1.321443,0.9962903,6.429381,0.8588929,24.59339,12.01948,15.02934,8.878557
129,0.09849317,0.06628742,2.475857,1.322042,0.9963552,6.322922,0.8637576,24.012,15.49014,15.84481,11.17185
130,0.09858355,0.06640348,2.469497,1.321746,1.000674,6.364082,0.8649882,24.50923,19.5761,10.5605,13.18694
131,0.09866273,0.06648991,2.461205,1.320649,1.010051,6.594813,0.859588,25.9437,17.31591,6.494862,11.94767
132,0.09873331,0.0665651,2.452563,1.319786,1.017938,6.802614,0.8525009,27.01909,11.76587,4.923519,9.142215
133,0.09880219,0.0666497,2.443939,1.319215,1.01963,6.81623,0.8493536,26.82276,8.224995,8.35522,6.815722
134,0.09888081,0.06675451,2.436874,1.319518,1.016265,6.642993,0.8522893,25.5237,8.115803,12.72596,6.855597
135,0.09897556,0.06688412,2.431598,1.320423,1.012033,6.398682,0.8615331,23.96646,11.61729,19.15172,8.844363
136,0.09907115,0.06700838,2.4256,1.320367,1.010663,6.262595,0.8689561,23.444,16.13473,19.16004,12.31571
137,0.09915937,0.06710387,2.417334,1.319013,1.014833,6.319226,0.8688356,24.54298,21.4345,7.765316,14.8086
138,0.09923572,0.06717827,2.407541,1.317167,1.026402,6.616933,0.8637941,26.53861,16.61948,5.495147,11.49167
139,0.0993032,0.06725152,2.39798,1.315963,1.034138,6.82009,0.8593689,27.5402,10.96574,4.921354,8.521008
140,0.09937015,0.06733883,2.390119,1.315797,1.034598,6.804453,0.8594697,27.06484,7.713696,8.612813,6.49768
141,0.09944964,0.06745016,2.384508,1.316798,1.029924,6.602325,0.8661185,25.50468,8.144667,14.54595,6.826621
142,0.09954404,0.06759685,2.380495,1.318289,1.024794,6.35051,0.8785864,23.89051,12.33637,20.06672,9.496435
143,0.09963795,0.06773262,2.375139,1.318538,1.023537,6.236349,0.886919,23.61174,17.78696,16.4646,13.16042
144,0.09972262,0.06782698,2.367404,1.317456,1.029181,6.354953,0.8866311,24.9687,21.18175,7.480056,14.31769
145,0.09979474,0.06789763,2.356916,1.315461,1.040764,6.660953,0.881202,26.89612,15.6179,4.813004,11.05351
146,0.09985912,0.06796908,2.346578,1.314096,1.047323,6.8332,0.8770225,27.6733,10.03234,5.205177,7.949884
147,0.0999264,0.06805919,2.338234,1.313913,1.046255,6.775765,0.8786216,26.90813,7.221157,9.460518,6.235854
148,0.1000093,0.06817704,2.332258,1.314876,1.040508,6.542771,0.8877172,25.15118,8.343936,15.16138,6.99286
149,0.1001042,0.06832402,2.327103,1.315813,1.034974,6.291985,0.9012552,23.5548,13.15903,19.7134,9.903158
150,0.1001968,0.06844037,2.319948,1.315404,1.03431,6.208068,0.9082602,23.44635,17.54657,16.97286,13.12298
151,0.1002784,0.06851992,2.310425,1.313781,1.039566,6.328931,0.9059494,24.88276,20.66791,7.501139,14.31126
152,0.1003474,0.06857874,2.299941,1.311886,1.050384,6.61844,0.8987474,26.80757,15.45597,4.165919,10.97086
153,0.1004096,0.06864284,2.290528,1.310898,1.056427,6.780769,0.8938804,27.4992,9.471515,5.860112,7.587581
154,0.1004747,0.06872836,2.283461,1.31109,1.053986,6.70223,0.8954939,26.58719,7.372642,10.62563,6.329267
155,0.1005513,0.06884371,2.278187,1.312043,1.047272,6.474575,0.9030791,24.90504,9.389671,16.85448,7.592155
156,0.1006394,0.06896105,2.273069,1.312885,1.042385,6.26359,0.913004,23.70075,14.54761,19.10529,10.91836
157,0.1007239,0.06905612,2.26467,1.311785,1.043348,6.239854,0.9173312,24.02914,19.63983,13.58181,13.87818
158,0.100797,0.06911937,2.253771,1.30939,1.051605,6.451096,0.9133008,25.72308,21.15293,4.622037,13.86238
159,0.1008576,0.06916671,2.242108,1.307116,1.063831,6.787712,0.9057161,27.46258,13.64259,3.883776,9.762659
160,0.1009122,0.06922022,2.231511,1.305886,1.067544,6.906095,0.9009647,27.65916,8.040552,6.4729,6.812513
161,0.1009728,0.06929284,2.223041,1.305852,1.06233,6.76473,0.9024543,26.36167,7.092265,11.58799,6.151067
162,0.1010512,0.06938749,2.216361,1.306723,1.055008,6.49728,0.9106319,24.53312,10.04091,18.35169,7.938142
163,0.1011392,0.06949898,2.209629,1.30717,1.05085,6.28956,0.92134,23.45416,15.49938,20.40636,11.6644
164,0.1012201,0.06957522,2.200656,1.305955,1.052977,6.29583,0.923834,24.16696,21.06159,10.04581,14.8215
165,0.1012879,0.06961735,2.189849,1.30388,1.06335,6.565489,0.9177291,26.14467,19.34571,4.005356,12.77808
166,0.1013441,0.0696487,2.178921,1.302145,1.073764,6.860023,0.909808,27.56293,11.85967,4.393836,8.804667
167,0.1013967,0.06968941,2.169324,1.301492,1.074662,6.907444,0.9057732,27.35984,7.564013,7.728359,6.48195
168,0.101459,0.06975177,2.161876,1.30204,1.068333,6.726683,0.9087698,25.89926,7.785649,13.70779,6.531084
169,0.1015396,0.06983614,2.154481,1.302659,1.061885,6.468334,0.9183512,24.26355,11.59733,20.23145,9.0225
170,0.1016239,0.06992611,2.145935,1.302238,1.059495,6.319468,0.9275487,23.76654,18.28568,16.73569,13.24616
171,0.1016999,0.06998097,2.135206,1.300279,1.065422,6.442101,0.9281497,25.06312,21.95969,5.906671,14.64361
172,0.1017637,0.07000963,2.123308,1.297826,1.078012,6.779379,0.9223245,27.00002,15.68539,3.726697,10.82688
173,0.1018177,0.07003396,2.111736,1.296048,1.084248,6.969675,0.9163813,27.69277,9.255729,5.247633,7.454888
174,0.1018715,0.07006989,2.101565,1.295367,1.080693,6.896984,0.9146326,26.82828,7.050619,9.498894,6.077793
175,0.1019434,0.07013089,2.093588,1.296147,1.073453,6.650625,0.9205657,25.08836,8.679793,17.03282,7.076759
176,0.1020292,0.07021043,2.08655,1.296956,1.067947,6.400662,0.9318985,23.70478,14.02402,22.51875,10.69724
177,0.1021115,0.07026795,2.077893,1.296354,1.068272,6.343277,0.936808,24.08936,22.68154,10.9697,15.51966
178,0.102183,0.07029112,2.067402,1.294674,1.080175,6.648149,0.9321168,26.26296,21.43277,3.691588,13.805
179,0.1022417,0.07030062,2.056583,1.293206,1.093361,7.020641,0.924354,28.12587,12.68484,3.275858,9.323034
180,0.1022926,0.07031509,2.046591,1.292622,1.095589,7.11876,0.9192016,28.25559,7.140678,5.207489,6.291927
181,0.1023516,0.07035431,2.037162,1.292796,1.088732,6.936717,0.9218463,26.74344,5.94487,10.12956,5.34759
182,0.1024352,0.07043936,2.029943,1.294278,1.080214,6.602569,0.9372927,24.38398,8.173188,20.67659,6.82394
183,0.1025249,0.07053861,2.022611,1.294813,1.073345,6.307151,0.9557229,22.80759,14.2188,27.53389,11.51824
184,0.1026057,0.07059745,2.012711,1.293324,1.072831,6.243295,0.9614478,23.66092,24.75471,8.531852,17.49295
185,0.102673,0.0706179,2.000981,1.290517,1.086928,6.61774,0.9556671,26.53093,20.5998,3.113721,13.47654
186,0.1027265,0.07063339,1.98945,1.288285,1.09921,6.98231,0.9488465,28.4138,11.39685,3.6014,8.703814
187,0.1027723,0.0706587,1.978939,1.287291,1.09902,7.038249,0.9454929,28.28329,6.683276,6.165895,6.041144
188,0.1028285,0.07071048,1.970297,1.287836,1.090558,6.829529,0.9500749,26.57512,6.405935,11.76015,5.633388
189,0.1029082,0.07080415,1.963835,1.289545,1.08145,6.506863,0.9665325,24.26774,9.701075,21.75644,7.754105
190,0.1029932,0.0708955,1.956766,1.29023,1.075635,6.269603,0.9815976,23.11492,17.17834,22.77268,12.90429
191,0.1030689,0.07094304,1.947304,1.289082,1.078712,6.323843,0.9831854,24.36911,26.27271,6.294524,17.15656
192,0.10313,0.07095551,1.936382,1.286928,1.095049,6.781126,0.9745166,27.20079,18.89132,2.592349,12.53546
193,0.1031775,0.07096379,1.924422,1.284783,1.105347,7.11262,0.9654987,28.72206,9.554363,3.743456,7.857676
194,0.1032197,0.07098418,1.913158,1.283637,1.102112,7.096835,0.9610627,28.16896,5.773482,6.851337,5.531586
195,0.1032806,0.07103761,1.903914,1.284367,1.092214,6.826063,0.9668241,26.12538,6.333667,13.59135,5.593111
196,0.1033679,0.07113574,1.896729,1.286235,1.083154,6.474251,0.985616,23.72113,10.48296,24.61319,8.388178
197,0.1034567,0.07121934,1.888263,1.286445,1.078451,6.254199,0.9996721,22.9195,19.01693,19.91589,14.2862
198,0.103533,0.07125197,1.877285,1.284637,1.084262,6.380732,0.998211,24.64319,25.02782,4.572757,16.51044
199,0.1035931,0.07125254,1.865212,1.281998,1.099595,6.825171,0.9876841,27.32486,16.00164,3.011127,11.13508
200,0.1036407,0.07125389,1.85375,1.280256,1.105961,7.064223,0.9783285,28.33573,8.336081,4.815321,7.154684
201,0.1036878,0.07127307,1.843606,1.279907,1.100566,6.981584,0.9751121,27.42092,6.052544,8.940576,5.61301
202,0.1037584,0.07132773,1.835509,1.281348,1.091356,6.695564,0.9826989,25.37869,7.812698,16.27942,6.54139
203,0.103848,0.07141533,1.828805,1.283118,1.084136,6.397386,1.00002,23.48526,13.40213,23.06898,10.15337
204,0.1039335,0.07147539,1.82053,1.283157,1.083225,6.302767,1.008928,23.46144,20.63574,13.59452,14.90133
205,0.1040048,0.07148875,1.808893,1.280927,1.091681,6.529089,1.004088,25.37789,21.7361,4.164916,14.30499
206,0.1040605,0.07148006,1.796286,1.278106,1.103456,6.896384,0.9933138,27.36158,13.56826,3.917796,9.746413
207,0.1041075,0.07147761,1.78437,1.276227,1.10614,7.03417,0.9852918,27.73403,7.939059,6.603128,6.813884
208,0.1041614,0.07149889,1.77393,1.275837,1.100234,6.902664,0.985031,26.57358,7.19575,11.72411,6.246234
209,0.1042358,0.0715523,1.765196,1.276793,1.092505,6.64256,0.9945601,24.80688,10.3559,18.13389,8.131787
210,0.1043207,0.07161623,1.756945,1.27748,1.088282,6.44789,1.007324,23.77108,16.35397,20.70115,11.91172
211,0.1043989,0.07164926,1.747274,1.276593,1.091482,6.490905,1.0111,24.56965,22.41127,8.084103,15.38055
212,0.1044635,0.07164827,1.736308,1.274832,1.103369,6.820817,1.005179,26.67443,18.56586,3.451449,12.28928
213,0.1045156,0.07163935,1.725415,1.273349,1.112384,7.111996,0.9975973,27.96533,10.60642,4.526922,8.215682
214,0.1045645,0.07164247,1.715493,1.272979,1.11094,7.122889,0.9942352,27.56326,7.029763,7.608462,6.199446
215,0.1046269,0.07167407,1.707097,1.27397,1.103508,6.911713,0.9996184,25.92633,7.474102,13.97465,6.332005
216,0.1047111,0.07173518,1.699962,1.275782,1.096743,6.627766,1.013785,24.10407,11.22361,21.47981,8.941142
217,0.1047971,0.07179002,1.691028,1.275773,1.094068,6.462477,1.025997,23.54311,18.55603,17.67695,13.57855
218,0.1048727,0.07180636,1.680077,1.274053,1.10053,6.599109,1.026467,24.97314,23.35832,5.469062,15.33849
219,0.1049346,0.07179634,1.668254,1.271868,1.114606,6.994452,1.019279,27.18175,16.06938,3.716553,11.04386
220,0.1049854,0.07178564,1.656851,1.270283,1.12126,7.220674,1.01247,28.05276,9.23465,5.122932,7.547195
221,0.1050354,0.07178968,1.646451,1.269801,1.117727,7.161292,1.010685,27.27806,6.986046,8.611332,6.078011
222,0.105106,0.07182509,1.637571,1.270924,1.11078,6.91484,1.018591,25.49181,8.098236,16.32333,6.698083
223,0.1051927,0.07188939,1.629658,1.272348,1.105164,6.644418,1.035137,23.8423,12.9788,22.47379,10.11598
224,0.1052767,0.07193221,1.620666,1.272275,1.105109,6.553177,1.044737,23.89645,21.32086,12.25191,14.92274
225,0.1053499,0.07193676,1.610273,1.270982,1.115911,6.815275,1.04237,25.80637,20.945,4.081222,13.80679
226,0.1054096,0.07192342,1.599599,1.269708,1.128292,7.168289,1.034731,27.58047,13.03196,3.908008,9.463759
227,0.10546,0.07191265,1.589527,1.269203,1.130851,7.278092,1.028562,27.77342,7.906538,6.186311,6.702428
228,0.1055175,0.07192219,1.58058,1.269867,1.125396,7.129266,1.029192,26.52168,6.906708,12.0077,6.022964
229,0.1055961,0.07196584,1.571708,1.27094,1.118517,6.84835,1.040483,24.68773,9.709632,20.8548,7.969304
230,0.1056823,0.07201976,1.562565,1.271251,1.114438,6.630995,1.054766,23.74933,17.71264,18.51257,12.92882
