TimeStep,Whales,Seals,Cod,Whiting,Mackerel,Anchovy,Shrimp,Benthos,Zooplankton,Phytoplankton,Detritus
403,0.1122315,0.07388397,1.836832,1.888145,0.8341115,5.675297,1.063934,22.73586,14.94584,25.39064,11.47875
404,0.1122846,0.07390147,1.831679,1.888624,0.8344813,5.648769,1.070185,23.47277,25.26849,9.692657,17.07222
405,0.1123227,0.07387775,1.824812,1.887107,0.8469549,6.027702,1.062824,26.22952,20.98909,3.13637,13.8244
406,0.1123456,0.07384624,1.817844,1.886127,0.8567038,6.372133,1.052494,28.12812,11.67756,3.767673,8.886779
407,0.1123598,0.07382481,1.811539,1.886595,0.8553301,6.410396,1.045452,28.00923,6.962425,6.375456,6.191047
408,0.1123859,0.07382978,1.806457,1.889239,0.8473164,6.202224,1.047302,26.35305,7.011995,11.55838,5.875624
409,0.1124389,0.07387581,1.80282,1.893537,0.8394911,5.913854,1.06286,24.17727,10.31015,21.00698,7.926012
410,0.1125011,0.07392076,1.799078,1.896634,0.8353439,5.719988,1.078244,23.12022,17.8521,19.68392,12.95238
411,0.1125551,0.07392326,1.793544,1.896978,0.8394402,5.808263,1.08003,24.28031,25.36837,7.707834,16.14859
412,0.112594,0.07389312,1.786699,1.895914,0.8524895,6.212867,1.070927,26.76974,18.88915,3.241307,12.61664
413,0.11262,0.07385959,1.779898,1.89556,0.860049,6.493134,1.060315,28.16803,10.3524,4.393561,8.226749
414,0.1126414,0.07383986,1.773865,1.896755,0.8571346,6.467546,1.05405,27.68905,6.935206,7.069633,6.09999
415,0.1126819,0.073851,1.769258,1.900425,0.849654,6.232674,1.057959,25.89635,7.58061,12.6689,6.168899
416,0.1127472,0.07390244,1.76618,1.905493,0.8429992,5.950211,1.075466,23.80375,11.16341,21.80891,8.525901
417,0.1128166,0.07393975,1.762507,1.908803,0.8400975,5.781777,1.088498,23.07573,18.9594,18.40463,13.62308
418,0.1128759,0.07393416,1.757042,1.909331,0.8455792,5.908484,1.087512,24.52691,23.57475,6.834756,15.58796
419,0.1129209,0.07390296,1.750593,1.908787,0.8571053,6.265156,1.077762,26.81841,17.2934,3.862704,11.75835
420,0.1129542,0.07387311,1.744414,1.909132,0.8626821,6.480381,1.067792,27.86627,10.14695,5.137247,8.01672
421,0.1129864,0.07385944,1.738953,1.910965,0.8594191,6.425467,1.062826,27.21029,7.579125,8.463791,6.38714
422,0.1130354,0.07387567,1.734784,1.914811,0.8525715,6.198488,1.067971,25.48771,8.561909,15.09714,6.888756
423,0.1131037,0.07391509,1.731444,1.919386,0.8468685,5.948165,1.081432,23.85312,13.4967,20.12105,9.996696
424,0.113174,0.07393935,1.727372,1.922212,0.846469,5.864967,1.090582,23.70915,20.80425,14.19038,14.17007
425,0.1132343,0.07392824,1.721829,1.92285,0.8542528,6.072859,1.088109,25.3385,21.84407,5.813373,14.30683
426,0.1132797,0.07389826,1.715615,1.922895,0.8640839,6.394325,1.078883,27.19543,15.13904,3.986588,10.60757
427,0.1133137,0.07387085,1.709726,1.923818,0.8667979,6.530272,1.069846,27.71328,9.314732,5.112248,7.455089
428,0.1133507,0.07386318,1.704832,1.926446,0.8621973,6.421692,1.066895,26.68547,7.190167,9.155995,6.079341
429,0.1134089,0.07388742,1.70121,1.931046,0.8549955,6.159338,1.074787,24.75224,8.606443,17.2586,6.960077
430,0.1134814,0.07392712,1.69796,1.935457,0.8491558,5.903302,1.088568,23.21197,14.46576,20.44819,10.81083
431,0.1135529,0.07394037,1.693496,1.937595,0.8496494,5.855148,1.094006,23.46996,21.70614,12.43637,14.72075
432,0.113613,0.0739204,1.687669,1.937704,0.8584493,6.104695,1.08829,25.35109,19.57938,5.971782,13.47759
433,0.1136583,0.07388592,1.681349,1.937416,0.8660211,6.3625,1.077273,26.96437,13.97207,4.142794,10.03401
434,0.1136936,0.0738551,1.675397,1.937979,0.8669806,6.440933,1.067289,27.22181,9.102935,5.747586,7.190546
435,0.1137367,0.0738476,1.670499,1.940427,0.862049,6.304024,1.06513,26.05239,7.463539,11.12952,6.214127
436,0.1137972,0.07387266,1.666713,1.944199,0.8548992,6.04588,1.074355,24.21046,9.750565,19.25373,7.808954
437,0.1138663,0.07389686,1.662701,1.947109,0.8498993,5.836308,1.084042,23.19984,17.0145,18.27237,12.24361
438,0.1139324,0.07389676,1.657655,1.947982,0.8529036,5.885409,1.086037,24.03943,22.70595,11.19412,14.88213
439,0.1139853,0.07387178,1.651661,1.947395,0.8629959,6.188896,1.079468,26.12526,19.14663,5.781641,13.13982
440,0.1140241,0.07383991,1.645604,1.947027,0.8702337,6.447244,1.069881,27.69901,13.45109,3.880489,9.765345
441,0.1140561,0.07381983,1.640201,1.948028,0.8705782,6.508824,1.063713,27.80711,8.532976,5.80764,6.889863
442,0.1140992,0.07383176,1.636052,1.951265,0.8648649,6.345463,1.06792,26.39141,7.16588,11.56548,6.04951
443,0.1141612,0.07387476,1.632888,1.955838,0.8571897,6.066795,1.08258,24.36865,9.796153,19.85197,7.864254
